organization_name,country_code,appearance_count,latitude,longitude,geocode_status,geocode_display_name,geocode_source,last_checked_at
Hospital Universitario Virgen del Rocío,ES,11,37.38283157348633,-5.973169803619385,ok,Hospital Universitario Virgen del Rocío,openalex,2026-03-11T20:12:07+00:00
Hospital de Cruces,ES,3,43.29639,-2.98813,ok,Hospital de Cruces,openalex,2026-03-11T20:16:11+00:00
Hospital de Sant Pau,ES,1,41.388790130615234,2.158989906311035,ok,Hospital de Sant Pau,openalex,2026-03-11T20:21:40+00:00
Hospital de Santo António,PT,1,41.147065,-8.6190991,ok,"Hospital Geral de Santo António, Largo do Professor Abel Salazar, Porto City Centre, Carregal, Historic Zone of Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto, 4099-001, Portugal",nominatim,2026-03-12T01:24:53+00:00
Hospital for Sick Children,CA,39,43.70643,-79.39864,ok,Hospital for Sick Children,openalex,2026-03-11T20:07:05+00:00
Houston Methodist,US,17,29.763280868530273,-95.36327362060547,ok,Houston Methodist,openalex,2026-03-11T19:46:03+00:00
Howard Hughes Medical Institute,US,9,39.00287,-77.07115,ok,Howard Hughes Medical Institute,openalex,2026-03-12T00:31:44+00:00
Hoya (Japan),JP,2,35.71845245361328,139.6905517578125,ok,Hoya (Japan),openalex,2026-03-12T03:46:02+00:00
Huaibei Normal University,CN,1,33.97444152832031,116.79167175292969,ok,Huaibei Normal University,,2026-03-12T11:22:01+00:00
Huaiyin Institute of Technology,CN,1,33.5886116027832,119.01917266845703,ok,Huaiyin Institute of Technology,,2026-03-12T06:07:43+00:00
Huaqiao University,CN,13,25.142798,118.644104,ok,Huaqiao University,wikipedia_wikidata,2026-03-12T07:29:30+00:00
Huashan Hospital,CN,7,31.222219467163086,121.45806121826172,ok,Huashan Hospital,openalex,2026-03-12T00:03:05+00:00
Huawei Technologies (Canada),CA,3,43.8507483,-79.3626223,ok,"Huawei Canada, 19, Allstate Parkway, Brown's Corners, Markham, York Region, Golden Horseshoe, Ontario, L3R 5A4, Canada",nominatim,2026-03-12T05:25:12+00:00
Huawei Technologies (China),CN,7,22.54553985595703,114.06829833984375,ok,Huawei Technologies (China),openalex,2026-03-12T04:14:30+00:00
Huawei Technologies (Sweden),SE,3,59.40597152709961,17.9461612701416,ok,Huawei Technologies (Sweden),openalex,2026-03-12T04:29:14+00:00
Huawei Technologies (United Kingdom),GB,2,52.2327636,0.1416913,ok,"Huawei Technologies R&D, 302, Cambridge Science Park, Milton, Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, CB4 0WG, United Kingdom",nominatim,2026-03-12T02:01:47+00:00
Huazhong Agricultural University,CN,4,30.583330154418945,114.26667022705078,ok,Huazhong Agricultural University,openalex,2026-03-12T04:19:45+00:00
Huazhong University of Science and Technology,CN,491,30.58333,114.26667,ok,Huazhong University of Science and Technology,openalex,2026-03-11T19:39:43+00:00
Hubei Normal University,CN,13,30.247060775756836,115.04814147949219,ok,Hubei Normal University,openalex,2026-03-12T01:05:03+00:00
Hubei University,CN,5,30.583330154418945,114.26667022705078,ok,Hubei University,openalex,2026-03-11T19:49:39+00:00
Hubei University for Nationalities,CN,2,30.299999237060547,109.48332977294922,ok,Hubei University for Nationalities,openalex,2026-03-12T03:42:46+00:00
Hubei University of Arts and Science,CN,1,31.9964427,112.0420224,ok,"Hubei University of Arts and Science, 296, Sangu Road, Longzhong Subdistrict, Xiangcheng District, Xiangyang, Hubei, 441021, China",nominatim,2026-03-12T10:23:55+00:00
Hubei University of Technology,CN,13,30.486935,114.313717,ok,Hubei University of Technology,wikipedia_wikidata,2026-03-12T01:33:19+00:00
Hull Royal Infirmary,GB,2,53.744239807128906,-0.35930100083351135,ok,Hull Royal Infirmary,openalex,2026-03-12T00:06:04+00:00
Human Computer Interaction (Switzerland),CH,8,47.38969039916992,8.518168449401855,ok,Human Computer Interaction (Switzerland),openalex,2026-03-12T00:17:08+00:00
Human Factors and Ergonomics Society,US,1,34.03041458129883,-118.49722290039062,ok,Human Factors and Ergonomics Society,openalex,2026-03-12T00:17:21+00:00
Human Media,US,25,59.4389357,24.7878919,ok,"Human, August Weizenbergi, Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond, 15050, Eesti",,2026-03-11T22:15:47+00:00
Humanitas Gavazzeni,IT,1,45.68912887573242,9.679802894592285,ok,Humanitas Gavazzeni,openalex,2026-03-12T00:19:11+00:00
Humanitas University,IT,7,45.38193130493164,9.155900001525879,ok,Humanitas University,openalex,2026-03-11T20:24:28+00:00
Humboldt-Universität zu Berlin,DE,8,52.52436828613281,13.410530090332031,ok,Humboldt-Universität zu Berlin,openalex,2026-03-12T04:18:01+00:00
Hunan Institute of Engineering,CN,1,27.854037,112.929934,ok,Hunan Institute of Engineering,wikipedia_wikidata,2026-03-12T02:50:38+00:00
Hunan Institute of Science and Technology,CN,1,29.3384276,113.1416781,ok,"Hunan Institute of Science and Technology, 学府咀巷, Jijialing Subdistrict, Yueyang, Yueyanglou District, Yueyang, Hunan, 414000, China",nominatim,2026-03-12T11:52:39+00:00
Hunan Normal University,CN,38,28.180277777778,112.95277777778,ok,Hunan University,wikipedia_wikidata,2026-03-11T22:10:55+00:00
Hunan Provincial People's Hospital,CN,2,28.198740005493164,112.97087097167969,ok,Hunan Provincial People's Hospital,,2026-03-11T22:11:45+00:00
Hunan Provincial Science and Technology Department,CN,3,29.346345,113.152566,ok,Hunan Institute of Science and Technology,wikipedia_wikidata,2026-03-12T08:16:46+00:00
Hunan University,CN,132,28.19874,112.97087,ok,Hunan University,openalex,2026-03-11T19:57:34+00:00
Hunan University of Finance and Economics,CN,3,28.2059,112.927,ok,Hunan University of Finance and Economics,wikipedia_wikidata,2026-03-11T20:34:43+00:00
Hunan University of Science and Technology,CN,13,27.850000381469727,112.9000015258789,ok,Hunan University of Science and Technology,openalex,2026-03-12T02:59:56+00:00
Hunan University of Technology,CN,2,27.8248,113.127,ok,Hunan University of Technology,wikipedia_wikidata,2026-03-12T12:11:19+00:00
Hunter Medical Research Institute,AU,3,-32.920667,151.692578,ok,Hunter Medical Research Institute,wikipedia_wikidata,2026-03-12T08:25:16+00:00
Hunter New England Local Health District,AU,1,-32.922149658203125,151.7142791748047,ok,Hunter New England Local Health District,,2026-03-12T08:25:56+00:00
Huntington University,US,1,46.46424,-80.96963,ok,Huntington University (Canada),wikipedia_wikidata,2026-03-11T22:18:38+00:00
Husky (Luxembourg),LU,1,49.48603439331055,6.112332820892334,ok,Husky (Luxembourg),openalex,2026-03-12T00:32:33+00:00
Huston–Tillotson University,US,1,30.26457,-97.72233,ok,Huston–Tillotson University,wikipedia_wikidata,2026-03-12T09:12:35+00:00
Huzhou University,CN,8,30.263611111111,120.12083333333,ok,Zhejiang University,wikipedia_wikidata,2026-03-12T08:01:40+00:00
Hydro-Québec,CA,3,45.531158447265625,-73.55911254882812,ok,Hydro-Québec,openalex,2026-03-12T01:08:20+00:00
Hyogo Prefectural Cancer Center,JP,1,34.657596588134766,134.98191833496094,ok,Hyogo Prefectural Cancer Center,openalex,2026-03-12T00:43:38+00:00
Hyundai Heavy Industries (South Korea),KR,1,35.5221718,129.4455523,ok,"Hyundai Heavy Industries, Dong-gu, Ulsan, South Korea",nominatim,2026-03-12T05:41:43+00:00
Hyundai Motors (South Korea),KR,28,37.402652740478516,127.11221313476562,ok,Hyundai Motors (South Korea),openalex,2026-03-12T00:04:31+00:00
Hôpital Beaujon,FR,6,48.90018,2.30952,ok,Hôpital Beaujon,openalex,2026-03-11T20:02:09+00:00
Hôpital Bichat-Claude-Bernard,FR,1,48.85341,2.3488,ok,Hôpital Bichat-Claude-Bernard,openalex,2026-03-11T20:29:22+00:00
"Hôpital Civil,Strasbourg",FR,1,48.57600021362305,7.744999885559082,ok,"Hôpital Civil, Strasbourg",openalex,2026-03-12T00:50:24+00:00
Hôpital Claude Huriez,FR,1,50.63296890258789,3.058579921722412,ok,Hôpital Claude Huriez,openalex,2026-03-11T19:53:41+00:00
Hôpital Cochin,FR,4,48.85341,2.3488,ok,Hôpital Cochin,openalex,2026-03-11T19:55:38+00:00
Hôpital Edouard Herriot,FR,2,45.74845886230469,4.846710205078125,ok,Hôpital Edouard Herriot,openalex,2026-03-11T20:05:00+00:00
Hôpital Européen,FR,3,43.30949783325195,5.3725104331970215,ok,Hôpital Européen,openalex,2026-03-11T20:12:40+00:00
Hôpital Européen Georges-Pompidou,FR,1,48.85341,2.3488,ok,Hôpital Européen Georges-Pompidou,openalex,2026-03-11T20:12:38+00:00
Hôpital Foch,FR,1,48.871585845947266,2.221604108810425,ok,Hôpital Foch,openalex,2026-03-11T20:25:50+00:00
Hôpital Gui de Chauliac,FR,2,43.630184173583984,3.86234188079834,ok,Hôpital Gui de Chauliac,openalex,2026-03-12T00:20:04+00:00
Hôpital Lapeyronie,FR,1,43.610931396484375,3.876349925994873,ok,Hôpital Lapeyronie,openalex,2026-03-11T20:30:39+00:00
Hôpital Larrey,FR,1,43.6165885925293,1.4379889965057373,ok,Hôpital Larrey,openalex,2026-03-11T19:37:32+00:00
Hôpital Lyon Sud,FR,1,45.703590393066406,4.824240207672119,ok,Hôpital Lyon Sud,openalex,2026-03-11T19:37:22+00:00
Hôpital Nord,FR,1,43.29695129394531,5.381070137023926,ok,Hôpital Nord,openalex,2026-03-12T01:05:10+00:00
Hôpital Paul-Brousse,FR,7,48.7939,2.35992,ok,Hôpital Paul-Brousse,openalex,2026-03-11T20:22:05+00:00
Hôpital Pellegrin,FR,3,44.82709884643555,-0.6062650084495544,ok,Hôpital Pellegrin,openalex,2026-03-11T19:37:37+00:00
Hôpital Purpan,FR,1,43.60426,1.44367,ok,Hôpital Purpan,openalex,2026-03-11T20:25:45+00:00
Hôpital Rangueil,FR,1,43.60426,1.44367,ok,Hôpital Rangueil,openalex,2026-03-11T19:54:16+00:00
Hôpital Robert-Debré,FR,1,48.85341,2.3488,ok,Hôpital Robert-Debré,openalex,2026-03-12T04:34:50+00:00
Hôpitaux Universitaires de Strasbourg,FR,3,48.583919525146484,7.745530128479004,ok,Hôpitaux Universitaires de Strasbourg,openalex,2026-03-11T19:36:41+00:00
Hôtel-Dieu de Montréal,CA,2,45.50883865356445,-73.58780670166016,ok,Hôtel-Dieu de Montréal,openalex,2026-03-11T20:15:58+00:00
I-Form Advanced Manufacturing Research Centre,IE,1,53.33306,-6.24889,ok,I-Form Advanced Manufacturing Research Centre,openalex,2026-03-12T03:49:08+00:00
I-Shou University,TW,1,22.72960090637207,120.40789794921875,ok,I-Shou University,openalex,2026-03-11T20:03:51+00:00
IBM (United States),US,17,41.10853958129883,-73.72046661376953,ok,IBM (United States),openalex,2026-03-11T20:04:01+00:00
IBM Research - Australia,AU,6,-37.80183410644531,144.9669189453125,ok,IBM Research - Australia,openalex,2026-03-12T00:30:17+00:00
IBM Research - Brazil,BR,1,-22.94968032836914,-43.177085876464844,ok,IBM Research - Brazil,openalex,2026-03-12T00:41:53+00:00
IBM Research - Haifa,IL,3,32.10221481323242,34.85060501098633,ok,IBM Research - Haifa,,2026-03-12T10:03:35+00:00
IBM Research - Thomas J. Watson Research Center,US,14,41.270931243896484,-73.77763366699219,ok,IBM Research - Thomas J. Watson Research Center,openalex,2026-03-11T20:14:43+00:00
IBM Research - Tokyo,JP,4,35.68949890136719,139.69171142578125,ok,IBM Research - Tokyo,openalex,2026-03-12T04:27:47+00:00
IBM Research - Zurich,CH,3,47.3091826,8.5447434,ok,"IBM Research Europe, Zurich, 4, Säumerstrasse, Rüschlikon, Bezirk Horgen, Zurich, 8803, Switzerland",nominatim,2026-03-12T01:27:34+00:00
"ICFAI University,Dehradun",IN,1,30.32443,78.03392,ok,"ICFAI University, Dehradun",openalex,2026-03-12T04:09:51+00:00
IDEO (United States),US,2,42.3670688,-71.1024458,ok,"IDEO, 80, Prospect Street, Central Square, Cambridge, Middlesex County, Massachusetts, 02139, United States",nominatim,2026-03-12T06:32:58+00:00
IFP Énergies nouvelles,FR,2,48.8766763,2.1751876,ok,"IFP Énergies nouvelles, Rue Maurice Berteaux, Village Bords de Seine, Rueil-Malmaison, Arrondissement of Nanterre, Hauts-de-Seine, Metropolitan France, 92500, France",nominatim,2026-03-12T04:51:31+00:00
IIT@MIT,US,21,42.362300872802734,-71.09395599365234,ok,IIT@MIT,openalex,2026-03-11T20:22:07+00:00
IMA (Italy),IT,1,40.8744528,14.6419269,ok,"Ima, Lauro, Avellino, Campania, Italy",nominatim,2026-03-12T09:52:34+00:00
IMDEA Networks,ES,2,40.3367214,-3.770745,ok,"Fundación Imdea Networks, 22, Avenida del Mar Mediterráneo, Campo de Tiro, San Nicasio, Leganés, Community of Madrid, 28913, Spain",nominatim,2026-03-12T11:21:05+00:00
IMEC,BE,8,50.87958908081055,4.700930118560791,ok,IMEC,openalex,2026-03-12T00:02:38+00:00
IMT Atlantique,FR,3,47.21725,-1.55336,ok,IMT Atlantique,openalex,2026-03-12T04:18:16+00:00
IMT Nord Europe,FR,4,50.374069166666665,3.0677655555555554,ok,IMT Nord Europe,wikipedia_wikidata,2026-03-12T04:42:52+00:00
IMT School for Advanced Studies Lucca,IT,3,43.84368896484375,10.504469871520996,ok,IMT School for Advanced Studies Lucca,openalex,2026-03-12T03:36:09+00:00
INESC TEC,PT,8,41.14960861206055,-8.610989570617676,ok,INESC TEC,openalex,2026-03-12T04:03:35+00:00
INSA Hauts-de-France,FR,1,50.32853277777778,3.5146569444444444,ok,INSA Hauts-de-France,wikipedia_wikidata,2026-03-12T02:52:57+00:00
INSEAD,FR,1,48.4055966,2.6846928,ok,"Institut Européen d'Administration des Affaires, Route Viatte, Les Lilas, Lilas-Saint-Honoré, Fontainebleau, Seine-et-Marne, Metropolitan France, 77300, France",nominatim,2026-03-12T11:58:09+00:00
IQE (United Kingdom),GB,1,51.5543864,-3.036666,ok,"IQE Newport, Imperial Park, Coedkernew, Newport, Wales, NP10 8BE, United Kingdom",nominatim,2026-03-12T12:13:27+00:00
IR Dynamics (United States),US,1,35.15894317626953,-106.59126281738281,ok,IR Dynamics (United States),openalex,2026-03-12T00:56:18+00:00
IRCCS Eugenio Medea,IT,3,45.800750732421875,9.289999961853027,ok,IRCCS Eugenio Medea,openalex,2026-03-12T00:32:25+00:00
IRCCS Humanitas Research Hospital,IT,5,45.38193130493164,9.155900001525879,ok,IRCCS Humanitas Research Hospital,openalex,2026-03-11T20:18:49+00:00
IRCCS Ospedale San Raffaele,IT,12,45.464271545410156,9.189510345458984,ok,IRCCS Ospedale San Raffaele,openalex,2026-03-11T20:21:57+00:00
IRCCS Policlinico San Donato,IT,1,45.41151809692383,9.276573181152344,ok,IRCCS Policlinico San Donato,openalex,2026-03-12T01:03:23+00:00
IRT Jules Verne,FR,3,47.17940902709961,-1.6246800422668457,ok,IRT Jules Verne,openalex,2026-03-12T03:30:23+00:00
IT University of Copenhagen,DK,2,55.675941467285156,12.565529823303223,ok,IT University of Copenhagen,openalex,2026-03-12T02:55:39+00:00
ITMO University,RU,28,59.95745,30.307952777778,ok,ITMO University,wikipedia_wikidata,2026-03-11T21:51:42+00:00
ITS (United Kingdom),GB,3,51.51266098022461,-0.13052800297737122,ok,ITS (United Kingdom),openalex,2026-03-12T03:42:59+00:00
Ibaraki University,JP,1,34.816410064697266,135.5682830810547,ok,Ibaraki University,openalex,2026-03-12T04:36:13+00:00
Ibb University,IE,1,13.9629,44.1733,ok,Ibb University,wikipedia_wikidata,2026-03-12T03:51:16+00:00
Ibero American University,CH,2,25.61020833,-103.40145,ok,Iberoamerican University Torreón,wikipedia_wikidata,2026-03-12T03:35:53+00:00
Ibrahim Badamasi Babangida University,NG,1,9.067657470703125,6.569738864898682,ok,Ibrahim Badamasi Babangida University,openalex,2026-03-12T03:58:22+00:00
Icahn School of Medicine at Mount Sinai,US,25,40.714271545410156,-74.00596618652344,ok,Icahn School of Medicine at Mount Sinai,openalex,2026-03-11T19:41:56+00:00
Icesi University,CO,2,3.3418169021606445,-76.53082275390625,ok,Icesi University,openalex,2026-03-12T03:56:17+00:00
IdMind (Portugal),PT,2,38.769386291503906,-9.180541038513184,ok,IdMind (Portugal),openalex,2026-03-12T04:14:01+00:00
Idaho National Laboratory,US,1,43.533333333333,-112.94472222222,ok,Idaho National Laboratory,wikipedia_wikidata,2026-03-12T09:07:30+00:00
Idaho State University,US,1,42.871299743652344,-112.4455337524414,ok,Idaho State University,openalex,2026-03-12T03:42:43+00:00
Idiap Research Institute,CH,32,46.07817077636719,7.050990104675293,ok,Idiap Research Institute,openalex,2026-03-12T00:36:33+00:00
Ikerbasque,ES,1,43.26271057128906,-2.9252800941467285,ok,Ikerbasque,,2026-03-12T06:57:55+00:00
Illinois College,US,1,39.73082733154297,-90.24625396728516,ok,Illinois College,openalex,2026-03-12T00:54:45+00:00
Illinois Department of Public Health,US,1,39.7975396,-89.6490332,ok,"Illinois Department of Public Health, 422, South 5th Street, Springfield, Sangamon County, Illinois, 62701, United States",nominatim,2026-03-12T08:01:09+00:00
Illinois Institute of Technology,US,14,41.85002899169922,-87.6500473022461,ok,Illinois Institute of Technology,openalex,2026-03-12T00:51:39+00:00
Illinois Tool Works (Germany),DE,3,48.934749603271484,8.850298881530762,ok,Illinois Tool Works (Germany),openalex,2026-03-12T00:48:38+00:00
Illumina (United States),US,3,32.7157096862793,-117.16471862792969,ok,Illumina (United States),openalex,2026-03-12T04:28:19+00:00
Imagerie Adaptative Diagnostique et Interventionnelle,FR,1,48.66115188598633,6.171140193939209,ok,Imagerie Adaptative Diagnostique et Interventionnelle,openalex,2026-03-11T20:25:37+00:00
Imaging Center,US,3,33.7527231,-84.3811571,ok,"Imaging Center, Armstrong Street Southeast, Sweet Auburn, Old Fourth Ward, Atlanta, Fulton County, Georgia, 30303, United States",nominatim,2026-03-12T07:47:07+00:00
Imec the Netherlands,NL,12,51.44083023071289,5.477779865264893,ok,Imec the Netherlands,,2026-03-11T23:18:53+00:00
Imperial College Healthcare NHS Trust,GB,5,51.5172119140625,-0.17348499596118927,ok,Imperial College Healthcare NHS Trust,openalex,2026-03-11T19:55:51+00:00
Imperial College London,GB,881,51.50853,-0.12574,ok,Imperial College London,openalex,2026-03-11T19:42:01+00:00
Imperial Valley College,GB,1,33.6767,-117.778,ok,Irvine Valley College,wikipedia_wikidata,2026-03-11T20:29:43+00:00
InTouch Health (United States),US,1,34.430294036865234,-119.8868637084961,ok,InTouch Health (United States),openalex,2026-03-11T20:02:46+00:00
Inception Institute of Artificial Intelligence,AE,2,24.500986099243164,54.386661529541016,ok,Inception Institute of Artificial Intelligence,openalex,2026-03-12T04:21:20+00:00
Incheon National University,KR,9,37.37529373168945,126.63301086425781,ok,Incheon National University,openalex,2026-03-12T00:33:56+00:00
Incheon St. Mary's Hospital,KR,1,37.4844255,126.7254283,ok,"The Catholic University of Korea, Incheon St. Mary's Hostpital, Dongsu-ro, Bupyeong-dong, Bupyeong-gu, Incheon, 21424, South Korea",nominatim,2026-03-12T08:58:51+00:00
Indian Association for the Cultivation of Science,IN,1,22.498758333333335,88.36708888888889,ok,Indian Association for the Cultivation of Science,wikipedia_wikidata,2026-03-11T21:05:12+00:00
